Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Description,Quantity,Department,Currency,Invoice_ID,Vendor_ID,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator
TX004867,22-09-2023,C002,CC103,PC202,Salaries,Expense,174334.46,160649.39,Paid,Monthly salary payment,1,HR,INR,,,0,,Pending,0
TX004832,22-09-2023,C002,CC102,PC207,IT,Expense,347278.41,374311.55,Paid,Cloud infrastructure subscription,2,IT,INR,INV-2023-03804,V038,63837.81,,Approved,0
TX004778,22-09-2023,C003,CC111,PC202,Sales,Revenue,568678.96,574114.06,Overdue,Export sales revenue,386,Sales,INR,INV-2023-03762,,0,173355.95,Approved,0
TX004759,22-09-2023,C001,CC105,PC202,IT,Expense,218107.37,193990.67,Paid,Software license purchase,10,Marketing,INR,INV-2023-03746,V026,40397.3,,Approved,0
TX004742,22-09-2023,C003,CC106,PC201,Procurement,Expense,41392.26,43196.15,Paid,Software license purchase,43,Operations,INR,,V021,7455.98,,Approved,0
TX004720,22-09-2023,C004,CC108,PC202,Other,Expense,71053.33,77798.04,Paid,General ledger correction entry,1,Administration,INR,INV-2023-03716,,7102.2,,Approved,0
TX004706,22-09-2023,C001,CC112,PC203,Utilities,Expense,102068.89,109316.34,Paid,Utility bill,1,Operations,INR,,V029,12498.43,,Approved,0
TX004703,22-09-2023,C003,CC110,PC204,Office Supplies,Expense,47480.25,47486.58,Pending,Stationery order,38,IT,INR,INV-2023-03702,V028,5770.83,,Approved,0
TX004857,23-09-2023,C002,CC113,PC205,IT,Expense,304943.71,262076.56,Paid,Hardware upgrade purchase,10,Marketing,INR,INV-2023-03823,,55529.3,,Approved,0
TX004855,23-09-2023,C001,CC102,PC202,Maintenance,Expense,170185.72,166087.2,Paid,Facility repair service,1,IT,INR,INV-2023-03821,V002,30059.9,,Approved,0
TX004833,23-09-2023,C003,CC103,PC202,Travel,Expense,84301.4,113952.14,Partially Paid,Client visit travel reimbursement,3,HR,INR,INV-2023-03805,,4168.72,,Approved,0
TX004773,23-09-2023,C003,CC106,PC206,Maintenance,Expense,292763.64,297332.96,Paid,Preventive maintenance contract,1,Operations,INR,INV-2023-03758,V004,53137.1,,Approved,0
TX004758,23-09-2023,C001,CC111,PC207,Sales,Revenue,859794.86,713948.77,Paid,Online sales revenue,905,Sales,INR,INV-2023-03745,,151012.71,266845.09,Approved,0
TX004756,23-09-2023,C001,CC110,PC207,IT,Expense,317256.54,362285.44,Paid,IT support services,3,IT,INR,,V020,55938.12,,Pending,0
TX004718,23-09-2023,C003,CC112,PC205,Maintenance,Expense,202398.29,217364.06,Overdue,Facility repair service,1,Operations,INR,INV-2023-03714,V013,37756.28,,Approved,0
TX004716,23-09-2023,C002,CC109,PC206,IT,Expense,246552.15,228536.59,Paid,Software license purchase,59,Finance,INR,INV-2023-03712,V009,45001.34,,Approved,0
TX004695,23-09-2023,C002,CC111,PC204,Other,Expense,157857.05,211230.91,Paid,Miscellaneous expense,1,Sales,INR,INV-2023-03695,,15405.06,,Rejected,0
TX004845,24-09-2023,C001,CC107,PC203,Maintenance,Expense,156926.17,194343.02,Partially Paid,Preventive maintenance contract,1,Procurement,INR,INV-2023-03815,V035,27949.07,,Approved,0
TX004800,24-09-2023,C002,CC110,PC201,Office Supplies,Expense,7726.19,8884.45,Paid,Office supplies purchase,5,IT,INR,INV-2023-03777,V002,926.63,,Approved,0
TX004783,24-09-2023,C002,CC114,PC201,Utilities,Expense,38024.93,36394.32,Paid,Electricity bill payment,1,Administration,INR,INV-2023-03765,V025,4206.09,,Approved,0
TX004782,24-09-2023,C002,CC110,PC201,Maintenance,Expense,29067.46,33027.76,Paid,Equipment maintenance,1,IT,INR,INV-2023-03764,V022,5512.9,,Approved,0
TX004760,24-09-2023,C004,CC112,PC203,Sales,Revenue,187737.2,246756.24,Overdue,Product sales revenue,130,Sales,INR,,,33672.46,55748.31,Approved,0
TX004702,24-09-2023,C001,CC112,PC204,Sales,Revenue,525230.18,473804.73,Paid,Export sales revenue,371,Sales,INR,INV-2023-03701,,95736.05,152401.28,Pending,0
TX004866,25-09-2023,C003,CC111,PC206,Office Supplies,Expense,10726.86,10391.85,Paid,Printer consumables purchase,7,Sales,INR,INV-2023-03832,V039,1295.16,,Under Review,0
TX004862,25-09-2023,C002,CC113,PC205,Marketing,Expense,442569.33,518763.09,Pending,Marketing campaign,1,Marketing,INR,INV-2023-03828,V020,80644.25,,Approved,0
TX004847,25-09-2023,C002,CC104,PC204,Sales,Revenue,367428.58,431971.13,Partially Paid,Online sales revenue,412,Sales,INR,,,69071.59,93654.41,Approved,0
TX004842,25-09-2023,C002,CC111,PC202,Sales,Revenue,72235.32,84235.77,Paid,Service revenue recognition,55,Sales,INR,INV-2023-03812,,0,15916.96,Approved,0
TX004770,25-09-2023,C001,CC109,PC204,IT,Expense,163596.99,160906.25,Overdue,Cloud infrastructure subscription,1,Finance,INR,INV-2023-03755,V028,29336.04,,Approved,0
TX004745,25-09-2023,C001,CC104,PC207,Marketing,Expense,594228.07,678417.67,Partially Paid,Trade show sponsorship,1,Sales,INR,INV-2023-03736,V030,108616.84,,Approved,0
TX004700,25-09-2023,C002,CC106,PC206,Procurement,Expense,982419.38,1087386.77,Overdue,Raw material procurement,806,Operations,INR,INV-2023-03699,V018,175843.79,,Pending,0
TX004746,26-09-2023,C005,CC107,PC204,Maintenance,Expense,80755.08,61637.74,Paid,Equipment maintenance,1,Procurement,INR,,V022,14443.31,,Pending,0
TX004699,26-09-2023,C001,CC113,PC201,Marketing,Expense,151306.95,179686.84,Paid,Digital advertising spend,1,Marketing,INR,INV-2023-03698,V031,26966.97,,Approved,0
TX004843,27-09-2023,C002,CC114,PC201,Maintenance,Expense,43442.11,49037.82,Pending,Facility repair service,1,Administration,INR,INV-2023-03813,V032,7849.78,,Approved,0
TX004820,27-09-2023,C004,CC108,PC205,Utilities,Expense,16256.09,16817.36,Partially Paid,Water and gas utility charge,1,Administration,INR,INV-2023-03793,V038,1888.36,,Under Review,0
TX004806,27-09-2023,C002,CC104,PC206,Sales,Revenue,852136.39,1065920.28,Pending,Customer order fulfillment revenue,523,Sales,INR,INV-2023-03782,,154556.33,342533.72,Approved,0
TX004803,27-09-2023,C005,CC109,PC202,IT,Expense,123574.3,130028.01,Paid,Cloud infrastructure subscription,25,Finance,INR,,V012,21554.76,,Approved,0
TX004792,27-09-2023,C002,CC112,PC205,Procurement,Expense,545798.55,525949.44,Overdue,Software license purchase,347,Operations,INR,,,95232.32,,Approved,0
TX004787,27-09-2023,C004,CC105,PC207,Other,Expense,115665.43,147739.19,Paid,Sundry adjustment,1,Marketing,INR,INV-2023-03768,,11602.05,,Approved,0
TX004747,27-09-2023,C003,CC102,PC201,Procurement,Expense,316473.77,291444.05,Paid,Software license purchase,262,IT,INR,,V022,57323.87,,Approved,0
TX004733,27-09-2023,C002,CC114,PC201,Utilities,Expense,32712.07,33561.57,Paid,Utility bill,1,Administration,INR,INV-2023-03728,V011,3656.87,,Rejected,0
TX004865,28-09-2023,C004,CC104,PC201,Sales,Revenue,8989954.3,1242636.81,Paid,Service revenue recognition,664,Sales,INR,INV-2023-03831,,151575.88,264133.78,Approved,0
TX004854,28-09-2023,C003,CC103,PC207,Other,Expense,15000.43,11964.73,Pending,General ledger correction entry,1,HR,INR,INV-2023-03820,,1538.04,,Rejected,0
TX004809,28-09-2023,C001,CC106,PC206,Procurement,Expense,500452.72,564232.27,Paid,Software license purchase,455,Operations,INR,INV-2023-03784,V037,96477.74,,Approved,0
TX004794,28-09-2023,C001,CC104,PC207,Sales,Revenue,468589.31,567100.64,Partially Paid,Online sales revenue,318,Sales,INR,,,87894.9,145005.28,Approved,0
TX004761,28-09-2023,C003,CC105,PC202,IT,Expense,426174.67,292860.66,Paid,Software license purchase,3,Marketing,INR,INV-2023-03747,V008,74199.69,,Approved,0
TX004751,28-09-2023,C001,CC105,PC202,IT,Expense,332569.66,349878.05,Paid,Hardware upgrade purchase,8,Marketing,INR,INV-2023-03740,V033,59573.15,,Rejected,0
TX004719,28-09-2023,C004,CC103,PC207,Office Supplies,Expense,26714.13,31177.47,Paid,Printer consumables purchase,28,HR,INR,INV-2023-03715,V027,3360.24,,Approved,0
TX004709,28-09-2023,C004,CC109,PC205,Salaries,Expense,183620.44,217484.22,Paid,Salary and benefits payout,1,Finance,INR,,,0,,Rejected,0
TX004840,29-09-2023,C003,CC106,PC202,Maintenance,Expense,351518.44,374872.41,Pending,Equipment maintenance,1,Operations,INR,INV-2023-03810,V012,64837.39,,Approved,0
TX004818,29-09-2023,C004,CC106,PC202,Utilities,Expense,53198.77,48323.2,Pending,Utility bill,1,Operations,INR,INV-2023-03791,V009,6425.37,,Approved,0
TX004801,29-09-2023,C002,CC113,PC207,Other,Expense,113644.99,164660.54,Partially Paid,Sundry adjustment,1,Marketing,INR,INV-2023-03778,,11479.52,,Rejected,0
TX004798,29-09-2023,C002,CC105,PC205,Marketing,Expense,347148.16,385635.62,Overdue,Digital advertising spend,1,Marketing,INR,INV-2023-03776,,65888.64,,Approved,0
TX004776,29-09-2023,C001,CC103,PC204,Salaries,Expense,376679.47,354599.75,Paid,Monthly salary payment,1,HR,INR,,,0,,Approved,0
TX004729,29-09-2023,C002,CC105,PC207,Travel,Expense,161246.35,154707.7,Paid,Business travel expense,4,Marketing,INR,INV-2023-03724,,8167.95,,Approved,0
TX004705,29-09-2023,C003,CC107,PC202,Maintenance,Expense,102523.55,98362.92,Overdue,Equipment maintenance,1,Procurement,INR,INV-2023-03703,V039,18498.22,,Approved,0
TX004856,30-09-2023,C004,CC101,PC203,Office Supplies,Expense,49541.36,56107.55,Partially Paid,Office supplies purchase,31,Finance,INR,INV-2023-03822,V001,0,,Pending,0
TX004852,30-09-2023,C001,CC114,PC205,Maintenance,Expense,289050.76,70786.29,Overdue,Facility repair service,1,Administration,INR,INV-2023-03818,V007,50859.7,,Approved,1
TX004851,30-09-2023,C004,CC107,PC206,Office Supplies,Expense,34531.87,37800.22,Pending,Office supplies purchase,21,Procurement,INR,,V011,4112.8,,Approved,0
TX004802,30-09-2023,C003,CC114,PC203,Utilities,Expense,39888.07,30989.03,Paid,Electricity bill payment,1,Administration,INR,INV-2023-03779,V030,4789.75,,Approved,0
TX004754,30-09-2023,C002,CC105,PC201,Marketing,Expense,477996.55,476069.49,Overdue,Trade show sponsorship,1,Marketing,INR,INV-2023-03743,V039,85600.24,,Approved,0
TX004723,30-09-2023,C002,CC106,PC205,Logistics,Expense,2339058.1,236081.15,Pending,Shipping cost settlement,146,Operations,INR,INV-2023-03718,V005,42339.85,,Under Review,0
TX005004,01-10-2023,C001,CC104,PC203,Sales,Revenue,1093554.68,915169.84,Paid,Online sales revenue,782,Sales,INR,INV-2023-03941,,193502.59,357828.88,Approved,0
TX005003,01-10-2023,C001,CC101,PC206,Office Supplies,Expense,56726.18,54459.88,Paid,Stationery order,30,Finance,INR,INV-2023-03940,V031,7267.31,,Approved,0
TX004968,01-10-2023,C002,CC114,PC205,Other,Expense,19845.79,18775.03,Paid,Miscellaneous expense,1,Administration,INR,INV-2023-03909,,2112.72,,Approved,0
TX004954,01-10-2023,C002,CC114,PC203,Utilities,Expense,17673.84,15528.17,Paid,Water and gas utility charge,1,Administration,INR,INV-2023-03896,V006,2143,,Approved,0
TX004930,01-10-2023,C001,CC103,PC205,Travel,Expense,87072.8,80597.09,Paid,Business travel expense,2,HR,INR,INV-2023-03882,,4186.53,,Approved,0
TX005001,02-10-2023,C002,CC109,PC202,Other,Expense,62589.28,58714.38,Pending,General ledger correction entry,1,Finance,INR,INV-2023-03938,,6202.61,,Pending,0
TX004980,02-10-2023,C005,CC103,PC204,Salaries,Expense,101795.8,109122.29,Paid,Employee payroll disbursement,1,HR,INR,,,0,,Approved,0
TX004977,02-10-2023,C005,CC102,PC202,Procurement,Expense,320909.89,343688.09,Paid,Vendor purchase order settlement,167,IT,INR,INV-2023-03917,V031,60067.07,,Approved,0
TX004943,02-10-2023,C003,CC111,PC205,Other,Expense,104392.67,90567.89,Paid,General ledger correction entry,1,Sales,INR,INV-2023-03889,,10614.23,,Approved,0
TX004903,02-10-2023,C001,CC104,PC203,Marketing,Expense,454175.51,660561.06,Pending,Digital advertising spend,1,Sales,INR,INV-2023-03862,V026,79495.11,,Approved,0
TX004879,02-10-2023,C002,CC113,PC205,IT,Expense,422431.4,530169.75,Paid,Cloud infrastructure subscription,10,Marketing,INR,INV-2023-03842,V024,0,,Pending,0
TX004876,02-10-2023,C001,CC112,PC202,Maintenance,Expense,146388.19,126371.27,Partially Paid,Facility repair service,1,Operations,INR,INV-2023-03839,V013,26169.73,,Approved,0
TX005014,03-10-2023,C002,CC112,PC201,Logistics,Expense,81408.27,77024.82,Paid,Shipping cost settlement,89,Operations,INR,INV-2023-03949,V032,14793.18,,Under Review,0
TX005010,03-10-2023,C003,CC110,PC204,Maintenance,Expense,125739.01,159824.46,Paid,Facility repair service,1,IT,INR,INV-2023-03946,V014,22136.34,,Approved,0
TX004999,03-10-2023,C004,CC105,PC207,Marketing,Expense,249438.93,244550.27,Paid,Marketing campaign,1,Marketing,INR,INV-2023-03936,V021,42618.45,,Rejected,0
TX004932,03-10-2023,C005,CC107,PC203,Office Supplies,Expense,33037.55,33066.47,Pending,Stationery order,24,Procurement,INR,INV-2023-03884,V036,3681.04,,Approved,0
TX004922,03-10-2023,C002,CC108,PC207,Utilities,Expense,81187.81,85756.9,Paid,Electricity bill payment,1,Administration,INR,INV-2023-03875,V016,9138.93,,Approved,0
TX004902,03-10-2023,C001,CC104,PC207,Sales,Revenue,353652.39,407791.17,Overdue,Service revenue recognition,181,Sales,INR,,,62288.43,126335.81,Approved,0
TX004898,03-10-2023,C003,CC112,PC204,utilities,Expense,119887.22,106249.42,Paid,Utility bill,1,Operations,INR,INV-2023-03860,V017,14233.73,,Pending,0
TX004890,03-10-2023,C001,CC113,PC206,IT,Expense,22402.7,22386.03,Paid,IT support services,5,Marketing,INR,INV-2023-03852,V028,3902.36,,Approved,0
TX004888,03-10-2023,C004,CC114,PC202,Other,Expense,45625.64,49685.54,Partially Paid,Miscellaneous expense,1,Administration,INR,,,4373.34,,Approved,0
TX004986,04-10-2023,C005,CC102,PC206,IT,Expense,291261.25,242401.94,Paid,Cloud infrastructure subscription,4,IT,INR,INV-2023-03924,V026,55084.87,,Pending,0
TX004944,04-10-2023,C004,CC106,PC204,Utilities,Expense,81412.76,93582.25,Paid,Water and gas utility charge,1,  Operations ,INR,,V025,0,,Approved,0
TX004934,04-10-2023,C001,CC108,PC205,Maintenance,Expense,62311.98,74538.1,Pending,Preventive maintenance contract,1,Administration,INR,INV-2023-03886,V033,11746.83,,Approved,0
TX004897,04-10-2023,C001,CC102,PC201,Maintenance,Expense,113770.59,119228.18,Paid,Facility repair service,1,IT,INR,INV-2023-03859,V004,20757.47,,Approved,0
TX004941,05-10-2023,C001,CC105,PC206,Other,Expense,70497.01,89154.73,Pending,Sundry adjustment,1,Marketing,INR,INV-2023-03888,,0,,Approved,0
TX005029,06-10-2023,C002,CC110,PC203,Sales,Revenue,536968.52,665877.06,Pending,Online sales revenue,521,Sales,INR,INV-2023-03962,,92068.8,135156.56,Approved,0
TX005020,06-10-2023,C003,CC104,PC204,Other,Expense,134186.42,142662.95,Paid,Sundry adjustment,1,Sales,INR,INV-2023-03953,,13478.39,,Approved,0
TX005006,06-10-2023,C002,CC113,PC201,Marketing,Expense,380757.75,398771.57,Paid,Brand promotion expense,1,Marketing,INR,INV-2023-03942,V016,69437.71,,Approved,0
TX004992,06-10-2023,C001,CC102,PC201,Procurement,Expense,221010.94,217725.79,Paid,Office equipment purchase,196,IT,INR,,V039,0,,Approved,0
TX004970,06-10-2023,C004,CC105,PC204,Other,Expense,151505.51,166216.95,Pending,Sundry adjustment,1,Marketing,INR,INV-2023-03910,,14370.96,,Approved,0
TX004918,06-10-2023,C001,CC103,PC201,Salaries,Expense,109451.99,126284.45,Paid,Salary and benefits payout,1,HR,INR,,,0,,Approved,0
TX004907,06-10-2023,C002,CC109,PC206,Salaries,Expense,244373.17,236591.29,Overdue,Salary and benefits payout,1,Finance,INR,,,0,,Approved,0
TX004901,06-10-2023,C004,CC109,PC206,Office Supplies,Expense,14998.99,13495.64,Paid,Printer consumables purchase,17,Finance,INR,INV-2023-03861,V024,1768.02,,Approved,0
TX004889,06-10-2023,C001,CC102,PC205,Procurement,Expense,534878.83,533529,Pending,Software license purchase,366,IT,INR,INV-2023-03851,V008,95803.78,,Approved,0
TX005022,07-10-2023,C002,CC101,PC202,IT,Expense,286469.6,243204.07,Paid,Cloud infrastructure subscription,2,Finance,INR,INV-2023-03955,V020,0,,Approved,0
TX004927,07-10-2023,C002,CC106,PC202,Logistics,Expense,374747.08,468262.63,Paid,Shipping cost settlement,368,Operations,INR,INV-2023-03880,V021,67757.75,,Approved,0
TX004884,07-10-2023,C002,CC111,PC206,Sales,Revenue,265833.37,291094.07,Paid,Online sales revenue,221,Sales,INR,INV-2023-03847,,47133.69,51805.55,Approved,0
TX004877,07-10-2023,C004,CC111,PC206,Sales,Revenue,195916.72,204984.23,Partially Paid,Online sales revenue,141,Sales,INR,INV-2023-03840,,35333.38,105598.17,Approved,0
TX004926,08-10-2023,C001,CC104,PC201,Office Supplies,Expense,44516.06,58769.62,Overdue,Stationery order,54,Sales,INR,INV-2023-03879,V038,5480.3,,Approved,0
TX004878,08-10-2023,C003,CC103,PC205,Travel,Expense,76530.81,71830.93,Paid,Client visit travel reimbursement,2,HR,INR,INV-2023-03841,,3731.99,,Approved,0
TX004873,08-10-2023,C003,CC113,PC201,IT,Expense,243998.17,236859.91,Overdue,Software license purchase,1,Marketing,INR,,V038,43889.79,,Approved,0
TX004950,09-10-2023,C003,CC104,PC206,Sales,Revenue,202704.93,212879.98,Partially Paid,Customer order fulfillment revenue,110,Sales,INR,INV-2023-03893,,36965.58,66976.53,Approved,0
TX004963,10-10-2023,C001,CC110,PC206,Office Supplies,Expense,24303.75,29064.82,Pending,Stationery order,18,IT,INR,INV-2023-03904,V035,2863.76,,Approved,0
TX004886,10-10-2023,C004,CC104,PC205,Sales,Revenue,490162.5,518829.59,Partially Paid,Export sales revenue,379,Sales,INR,INV-2023-03849,,86570.44,101571.69,Approved,0
TX005005,11-10-2023,C002,CC105,PC204,Other,Expense,62598.61,79494.63,Paid,General ledger correction entry,1,Marketing,INR,,,6172.34,,Under Review,0
TX005002,11-10-2023,C001,CC102,PC201,Office Supplies,Expense,47443.63,51510.82,Paid,Office supplies purchase,56,IT,INR,INV-2023-03939,V004,5435.18,,Approved,0
TX004969,11-10-2023,C001,CC112,PC201,Sales,Revenue,561472.08,724849.86,Pending,Online sales revenue,588,Sales,INR,,,99800.2,259491.95,Approved,0
TX004960,11-10-2023,C001,CC104,PC203,Travel,Expense,161307.8,168465.82,Paid,Airfare and lodging expense,2,Sales,INR,INV-2023-03901,,7807.17,,Approved,0
TX004947,11-10-2023,C001,CC112,PC207,Utilities,Expense,125465.13,125011.7,Paid,Electricity bill payment,1,Operations,INR,INV-2023-03892,V035,14798.43,,Approved,0
TX004919,11-10-2023,C001,CC112,PC204,Utilities,Expense,62901.41,73671.76,Partially Paid,Utility bill,1,Operations,INR,INV-2023-03873,,7271.59,,Approved,0
TX004894,11-10-2023,C002,CC101,PC201,Office Supplies,Expense,20697.92,21403.62,Paid,Stationery order,15,Finance,INR,INV-2023-03856,V035,2540.19,,Approved,0
TX005025,12-10-2023,C004,CC111,PC207,Sales,Revenue,439027.51,462238.16,Paid,Online sales revenue,441,Sales,INR,INV-2023-03958,,80157.66,163109.8,Approved,0
TX004989,12-10-2023,C003,CC111,PC203,Sales,Revenue,806978.7,870462.33,Overdue,Export sales revenue,713,Sales,INR,INV-2023-03927,,136792.5,181672.83,Approved,0
TX004952,12-10-2023,C002,CC109,PC207,Office Supplies,Expense,35478.15,34633.02,Paid,Printer consumables purchase,30,Finance,INR,INV-2023-03894,V028,0,,Approved,0
TX004929,12-10-2023,C004,CC103,PC206,Salaries,Expense,305382.95,296403.33,Paid,Monthly salary payment,1,HR,INR,,,0,,Approved,0
TX004899,12-10-2023,C004,CC106,PC206,Maintenance,Expense,233648.76,289683.85,Pending,Preventive maintenance contract,1,Operations,INR,,V018,0,,Approved,0
TX004915,13-10-2023,C001,CC111,PC206,Other,Expense,164500.14,175797.06,Pending,Sundry adjustment,1,Sales,INR,INV-2023-03870,,17215.95,,Approved,0
TX004976,14-10-2023,C001,CC104,PC206,Sales,Revenue,1098694.67,1094344.64,Pending,Product sales revenue,738,Sales,INR,INV-2023-03916,,186814,241376.67,Pending,0
TX004949,14-10-2023,C003,CC103,PC201,Other,Expense,109307.68,134388.63,Paid,Miscellaneous expense,1,HR,INR,,,11282.06,,Pending,0
TX004937,14-10-2023,C002,CC111,PC201,Marketing,Expense,575182.27,607746.22,Pending,Brand promotion expense,1,Sales,INR,,,0,,Approved,0
TX004935,14-10-2023,C002,CC104,PC207,Sales,Revenue,780992.44,828793.99,Overdue,Product sales revenue,878,Sales,INR,,,0,244877.6,Approved,0
TX004892,14-10-2023,C003,CC104,PC205,Other,Expense,52834.14,52158.61,Paid,Sundry adjustment,1,Sales,INR,INV-2023-03854,,0,,Approved,0
TX005019,15-10-2023,C001,CC111,PC207,Sales,Revenue,221785.21,182999.28,Partially Paid,Customer order fulfillment revenue,204,Sales,INR,INV-2023-03952,,39659.36,54236.88,Approved,0
TX005011,15-10-2023,C001,CC108,PC207,Office Supplies,Expense,10630.92,12356.28,Paid,Stationery order,6,Administration,INR,INV-2023-03947,V035,1241.46,,Approved,0
TX004993,15-10-2023,C002,CC111,PC203,Other,Expense,42410.16,53498.41,Pending,Miscellaneous expense,1,Sales,INR,INV-2023-03930,,0,,Approved,0
TX004991,15-10-2023,C005,CC113,PC206,other,Expense,81912.33,98412.84,Paid,Sundry adjustment,1,Marketing,INR,INV-2023-03929,,8003.26,,Approved,0
TX004974,15-10-2023,C003,CC111,PC205,Sales,Revenue,404443.15,463475.73,Partially Paid,Service revenue recognition,405,Sales,INR,INV-2023-03914,,78062.85,214687.41,Approved,0
TX004923,15-10-2023,C002,CC110,PC203,Procurement,Expense,825350.32,936863.79,Paid,Office equipment purchase,676,IT,INR,INV-2023-03876,,143385.83,,Approved,0
TX004896,15-10-2023,C002,CC103,PC201,Office Supplies,Expense,16916.17,19879.07,Paid,Stationery order,29,HR,INR,INV-2023-03858,V007,1996.93,,Approved,0
TX004875,15-10-2023,C004,CC101,PC201,Other,Expense,137925.28,152611.94,Paid,Miscellaneous expense,1,Finance,INR,INV-2023-03838,,13957.78,,Approved,0
TX009749,16-10-2023,C001,CC104,PC202,Office Supplies,Expense,18916.79,19868.79,Paid,Stationery order,26,Sales,INR,INV-2023-03926,V017,2336.41,,Rejected,0
TX005023,16-10-2023,C003,CC105,PC204,Other,Expense,179171.53,144880.75,Overdue,Sundry adjustment,1,Marketing,INR,INV-2023-03956,,18222.12,,Approved,0
TX004988,16-10-2023,C001,CC104,PC202,Office Supplies,Expense,18916.79,19868.79,Paid,Stationery order,26,Sales,INR,INV-2023-03926,V017,2336.41,,Rejected,0
TX004971,16-10-2023,C002,CC101,PC201,Sales,Revenue,326216.04,303806.05,Paid,Online sales revenue,288,Sales,INR,INV-2023-03911,,58077.66,92025.26,Approved,0
TX004961,16-10-2023,C001,CC112,PC207,Sales,Revenue,700044.28,915007.59,Overdue,Product sales revenue,830,Sales,INR,INV-2023-03902,,124721.47,275901.17,Pending,0
TX004913,16-10-2023,C003,CC108,PC202,Utilities,Expense,34201.18,34123.44,Paid,Water and gas utility charge,1,Administration,INR,INV-2023-03868,,4124.28,,Approved,0
TX005007,17-10-2023,C002,CC101,PC204,Office Supplies,Expense,11580.84,11947.12,Paid,Office supplies purchase,10,Finance,INR,INV-2023-03943,V009,1304.81,,Approved,0
TX004998,17-10-2023,C002,CC107,PC202,Maintenance,Expense,180099.52,192915.5,Partially Paid,Equipment maintenance,1,Procurement,INR,INV-2023-03935,V022,32905.37,,Approved,0
TX004972,17-10-2023,C004,CC114,PC206,Office Supplies,Expense,11513.83,11969.71,Paid,Stationery order,,Administration,INR,INV-2023-03912,V021,1349.52,,Approved,0
TX004928,17-10-2023,C003,CC110,PC201,Office Supplies,Expense,5560.47,5646.87,Paid,Office supplies purchase,4,IT,INR,INV-2023-03881,V032,661.2,,Approved,0
TX004917,17-10-2023,C002,CC105,PC205,Marketing,Expense,64115.42,61899.85,Paid,Brand promotion expense,1,Marketing,INR,INV-2023-03872,V021,11606.85,,Approved,0
TX004916,17-10-2023,C002,CC103,PC201,Office Supplies,Expense,30211.28,31432.2,Paid,Printer consumables purchase,57,HR,INR,INV-2023-03871,V006,3645.75,,Approved,0
TX005021,18-10-2023,C002,CC110,PC204,Maintenance,Expense,146974.37,153551.57,Partially Paid,Preventive maintenance contract,1,IT,INR,INV-2023-03954,V001,25429.53,,Approved,0
TX005018,18-10-2023,C002,CC104,PC203,Marketing,Expense,457781.07,478537.25,Paid,Digital advertising spend,1,Sales,INR,INV-2023-03951,V036,83309.6,,Under Review,0
TX005000,18-10-2023,C001,CC108,PC205,Office Supplies,Expense,13536.45,13100.73,Paid,Office supplies purchase,17,Administration,INR,INV-2023-03937,V021,1628.91,,Approved,0
TX004995,18-10-2023,C002,CC108,PC203,Other,Expense,72668.38,60133.54,Paid,"""""",1,Administration,INR,INV-2023-03932,,7084.88,,Approved,0
TX004978,18-10-2023,c001 ,CC111,PC204,Sales,Revenue,671526.54,785722.26,Paid,Product sales revenue,388,Sales,INR,INV-2023-03918,,122279.04,218557.15,Approved,0
TX004975,18-10-2023,C001,CC104,PC204,Sales,Revenue,1023018.81,1215052.12,Paid,Product sales revenue,744,Sales,INR,INV-2023-03915,,179075.04,223445.95,Approved,0
TX004911,18-10-2023,C002,CC113,PC205,Marketing,Expense,298015.13,352070.58,Partially Paid,Digital advertising spend,1,Marketing,INR,INV-2023-03866,V040,53703.84,,Approved,0
TX004909,18-10-2023,C001,CC103,PC201,Other,Expense,89404.6,124361.32,Paid,Sundry adjustment,1,HR,INR,,,8815.16,,Approved,0
TX004908,18-10-2023,C001,CC104,PC207,Other,Expense,60641.54,58899.67,Paid,Miscellaneous expense,1,Sales,INR,,,6181.31,,Approved,0
TX004895,18-10-2023,C003,CC108,PC204,Utilities,Expense,75255.59,100336.06,Paid,Water and gas utility charge,1,Administration,INR,INV-2023-03857,V006,8941.21,,Approved,0
TX004887,18-10-2023,C004,CC101,PC202,Other,Expense,113684.19,126555.7,Pending,Sundry adjustment,1,Finance,INR,INV-2023-03850,,11417.72,,Approved,0
TX005015,19-10-2023,C003,CC110,PC206,IT,Expense,100304.54,127599.99,Pending,Software license purchase,7,IT,INR,,V022,18164.24,,Approved,0
TX004994,19-10-2023,C001,CC105,PC203,Travel,Expense,33258.26,28815.92,Pending,Airfare and lodging expense,3,Marketing,INR,INV-2023-03931,,1712.73,,Under Review,0
TX004984,19-10-2023,C002,CC114,PC207,Office Supplies,Expense,20470.64,23398.61,Paid,Printer consumables purchase,13,Administration,INR,,,2448.87,,Approved,0
TX004942,19-10-2023,C004,CC112,PC207,Procurement,Expense,584919.46,600818.87,Paid,Software license purchase,421,Operations,INR,,V035,102985.77,,Approved,0
TX005008,20-10-2023,C001,CC113,PC201,Marketing,Expense,478133.97,534339.49,Overdue,Marketing campaign,1,Marketing,INR,INV-2023-03944,,83088.36,,Approved,0
TX004882,20-10-2023,C001,CC106,PC206,Logistics,Expense,46576.56,50124.56,Pending,Shipping cost settlement,36,Operations,INR,INV-2023-03845,V008,8107.43,,Approved,0
