Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Department,Currency,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator,Final_Anomaly
TX005932,2024-04-05,C001,CC113,PC202,Marketing,Expense,407623.79,323395.34,Overdue,Marketing,INR,73348.86,,Approved,0,0
TX005923,2024-04-05,C001,CC112,PC202,Utilities,Expense,74291.62,75163.08,Partially Paid,Operations,INR,9030.96,,Approved,0,0
TX005918,2024-04-05,C001,CC112,PC202,Utilities,Expense,85421.63,97984.72,Paid,Operations,INR,9915.92,,Approved,0,0
TX006046,2024-04-06,C001,CC102,PC205,Office Supplies,Expense,67363.01,71833.42,Paid,IT,INR,8036.04,,Approved,0,0
TX006031,2024-04-06,C002,CC111,PC206,Travel,Expense,141121.86,139337.32,Paid,Sales,INR,6993.18,,Pending,0,0
TX005987,2024-04-06,C004,CC112,PC202,Procurement,Expense,695594.09,732348.06,Paid,Operations,INR,124911.16,,Approved,0,0
TX005954,2024-04-06,C002,CC111,PC203,Office Supplies,Expense,14732.85,17891.73,Paid,Sales,INR,1684.83,,Rejected,0,0
TX005942,2024-04-06,C005,CC101,PC202,IT,Expense,507873.5,415769.81,Paid,Finance,INR,92266.53,,Approved,0,0
TX005906,2024-04-06,C004,CC111,PC205,Other,Expense,88854.05,96299.27,Overdue,Sales,INR,9121.6,,Approved,0,0
TX006054,2024-04-07,C004,CC111,PC202,Sales,Revenue,336118.94,419934.57,Pending,Sales,INR,59513.48,101617.91,Approved,0,0
TX006035,2024-04-07,C003,CC114,PC207,Sales,Revenue,184026.02,140076.83,Paid,Sales,INR,33275.37,44374.12,Approved,0,0
TX006008,2024-04-07,C003,CC107,PC201,Procurement,Expense,270648.89,305484.65,Paid,Procurement,INR,47720.65,,Approved,0,0
TX005977,2024-04-07,C001,CC106,PC207,Utilities,Expense,148791.44,138833.68,Overdue,Operations,INR,18383.52,,Pending,0,0
TX005971,2024-04-07,C001,CC101,PC203,Other,Expense,85212.73,89984.51,Paid,Finance,INR,8489.93,,Rejected,0,0
TX005961,2024-04-07,C004,CC107,PC202,Maintenance,Expense,206537.71,207252.09,Paid,Procurement,INR,36758.36,,Approved,0,0
TX005907,2024-04-07,C004,CC111,PC204,Sales,Revenue,592585.64,602942.03,Partially Paid,Sales,INR,104133.42,158104.16,Pending,0,0
TX006056,2024-04-08,C003,CC108,PC207,Other,Expense,26781.62,28292.43,Paid,Administration,INR,0.0,,Approved,0,0
TX006052,2024-04-08,C001,CC110,PC202,IT,Expense,286059.55,349524.18,Pending,IT,INR,53929.3,,Approved,0,0
TX006044,2024-04-08,C001,CC109,PC204,Other,Expense,18154.13,17582.75,Pending,Finance,INR,1797.39,,Approved,0,0
TX006012,2024-04-08,C001,CC108,PC202,Utilities,Expense,39192.53,40284.58,Paid,Administration,INR,4642.63,,Under Review,0,0
TX005986,2024-04-08,C001,CC107,PC205,Logistics,Expense,238247.67,204050.36,Paid,Procurement,INR,44307.81,,Approved,0,0
TX005910,2024-04-08,C002,CC108,PC201,Maintenance,Expense,127586.61,156092.19,Paid,Administration,INR,22392.23,,Rejected,0,0
TX005908,2024-04-08,C002,CC108,PC201,Office Supplies,Expense,9724.76,8474.07,Paid,Administration,INR,1128.53,,Approved,0,0
TX006051,2024-04-09,C001,CC109,PC201,Office Supplies,Expense,7363.23,6454.51,Paid,Finance,INR,860.97,,Approved,0,0
TX006048,2024-04-09,C001,CC103,PC204,Other,Expense,40483.38,41858.53,Paid,HR,INR,4286.7,,Approved,0,0
TX006042,2024-04-09,C003,CC110,PC203,Procurement,Expense,562504.99,597232.65,Overdue,IT,INR,99436.12,,Under Review,0,0
TX006023,2024-04-09,C003,CC109,PC203,Other,Expense,123040.35,126467.79,Paid,Finance,INR,12273.72,,Pending,0,0
TX006022,2024-04-09,C001,CC111,PC205,Sales,Revenue,745218.03,720993.55,Paid,Sales,INR,129925.54,244457.49,Approved,0,0
TX006013,2024-04-09,C005,CC113,PC206,Marketing,Expense,302770.09,365627.99,Paid,Marketing,INR,54274.96,,Approved,0,0
TX005994,2024-04-09,C002,CC101,PC201,Salaries,Expense,348804.49,379981.93,Paid,Finance,INR,0.0,,Approved,0,0
TX005978,2024-04-09,C003,CC113,PC202,Travel,Expense,44231.79,43858.26,Paid,Marketing,INR,2236.7,,Pending,0,0
TX005928,2024-04-09,C001,CC112,PC201,Maintenance,Expense,120786.51,147503.69,Overdue,Operations,INR,21395.83,,Under Review,0,0
TX006043,2024-04-10,C001,CC111,PC203,Other,Expense,119043.28,152054.46,Paid,Sales,INR,11664.45,,Approved,0,0
TX005988,2024-04-10,C001,CC113,PC206,Marketing,Expense,156698.05,177080.22,Partially Paid,Marketing,INR,28046.57,,Approved,0,0
TX005929,2024-04-10,C002,CC107,PC204,Office Supplies,Expense,31289.78,31674.03,Paid,Procurement,INR,3759.38,,Pending,0,0
TX006065,2024-04-11,C001,CC111,PC201,Sales,Revenue,584722.71,487393.68,Pending,Sales,INR,103598.19,207855.97,Approved,0,0
TX006028,2024-04-11,C001,CC108,PC204,Other,Expense,18769.6,21060.47,Paid,Administration,INR,1871.17,,Approved,0,0
TX006018,2024-04-11,C004,CC101,PC207,IT,Expense,1584877.99,496021.7,Paid,Finance,INR,282826.8,,Approved,1,1
TX005973,2024-04-11,C004,CC113,PC205,Other,Expense,134926.65,127980.74,Paid,Marketing,INR,13871.03,,Rejected,0,0
TX005930,2024-04-11,C002,CC103,PC205,Other,Expense,50098.27,54533.46,Paid,HR,INR,4887.24,,Approved,0,0
TX006039,2024-04-12,C004,CC112,PC207,Maintenance,Expense,195639.53,127244.18,Paid,Operations,INR,35828.04,,Approved,0,0
TX006034,2024-04-12,C004,CC114,PC202,Other,Expense,71738.03,74657.86,Paid,Administration,INR,7158.79,,Pending,0,0
TX006030,2024-04-12,C003,CC105,PC202,Marketing,Expense,355128.79,327313.58,Paid,Marketing,INR,60229.37,,Approved,0,0
TX006029,2024-04-12,C003,CC112,PC202,Logistics,Expense,153196.56,152432.45,Pending,Operations,INR,28399.71,,Approved,0,0
TX006027,2024-04-12,C003,CC114,PC203,Utilities,Expense,56397.36,59600.89,Partially Paid,Administration,INR,6551.58,,Approved,0,0
TX006010,2024-04-12,C001,CC105,PC206,Sales,Revenue,619398.49,516216.97,Paid,Sales,INR,108153.65,174828.04,Approved,0,0
TX006007,2024-04-12,C001,CC102,PC206,Procurement,Expense,1080920.78,998716.87,Paid,IT,INR,204089.65,,Approved,0,0
TX006002,2024-04-12,C005,CC114,PC206,Other,Expense,29252.4,35561.26,Paid,Administration,INR,2964.7,,Approved,0,0
TX005998,2024-04-12,C002,CC110,PC207,IT,Expense,417826.24,436128.02,Partially Paid,IT,INR,75357.94,,Approved,0,0
TX006066,2024-04-13,C002,CC111,PC202,Sales,Revenue,712091.54,672726.59,Partially Paid,Sales,INR,128129.2,309039.17,Rejected,0,0
TX006045,2024-04-13,C001,CC110,PC207,Sales,Revenue,378810.91,423064.3,Overdue,Sales,INR,67857.25,118205.83,Under Review,0,0
TX006025,2024-04-13,C003,CC102,PC202,IT,Expense,638358.55,612089.25,Paid,IT,INR,120067.06,,Approved,0,0
TX005979,2024-04-13,C005,CC113,PC202,Other,Expense,100488.51,87676.71,Overdue,Marketing,INR,9692.13,,Approved,0,0
TX005962,2024-04-13,C002,CC105,PC206,Travel,Expense,86458.72,84113.92,Paid,Marketing,INR,4336.09,,Pending,0,0
TX005959,2024-04-13,C004,CC110,PC204,IT,Expense,300346.67,315126.29,Paid,IT,INR,53977.03,,Approved,0,0
TX005953,2024-04-13,C002,CC104,PC206,Marketing,Expense,664742.93,708797.18,Paid,Sales,INR,126005.02,,Approved,0,0
TX005950,2024-04-13,C004,CC102,PC203,Procurement,Expense,733436.14,630587.21,Paid,IT,INR,125716.59,,Approved,0,0
TX005921,2024-04-13,C001,CC104,PC207,Marketing,Expense,761917.77,784789.4,Paid,Sales,INR,127640.75,,Approved,0,0
TX006057,2024-04-14,C003,CC109,PC201,Salaries,Expense,293011.21,307923.38,Partially Paid,Finance,INR,0.0,,Rejected,0,0
TX006015,2024-04-14,C002,CC109,PC204,Sales,Revenue,419054.23,361694.03,Partially Paid,Sales,INR,75067.01,166977.23,Approved,0,0
TX006005,2024-04-14,C002,CC103,PC203,Travel,Expense,58817.12,50349.37,Paid,HR,INR,2826.39,,Approved,0,0
TX005995,2024-04-15,C004,CC108,PC202,Other,Expense,49807.01,54785.51,Paid,Administration,INR,5074.22,,Approved,0,0
TX005960,2024-04-15,C001,CC112,PC203,Utilities,Expense,98026.93,111262.79,Overdue,Operations,INR,11535.14,,Approved,0,0
TX005945,2024-04-15,C004,CC102,PC204,Sales,Revenue,737546.37,769233.83,Paid,Sales,INR,134961.94,227844.46,Approved,0,0
TX006053,2024-04-16,C001,CC105,PC201,Marketing,Expense,452873.12,470277.55,Paid,Marketing,INR,76001.26,,Approved,0,0
TX006001,2024-04-16,C003,CC105,PC205,IT,Expense,276835.1,306956.86,Paid,Marketing,INR,51375.61,,Approved,0,0
TX005946,2024-04-16,C001,CC106,PC205,Utilities,Expense,115643.83,131760.71,Overdue,Operations,INR,13608.23,,Approved,0,0
TX005941,2024-04-16,C002,CC110,PC204,IT,Expense,29323.84,39543.24,Overdue,IT,INR,5255.56,,Approved,0,0
TX006011,2024-04-17,C003,CC111,PC206,Sales,Revenue,728498.31,649074.35,Paid,Sales,INR,130214.13,265025.37,Approved,0,0
TX006009,2024-04-17,C001,CC113,PC207,IT,Expense,286311.08,350872.09,Paid,Marketing,INR,52682.48,,Approved,0,0
TX005927,2024-04-17,C001,CC109,PC207,Other,Expense,102246.96,103357.8,Pending,Finance,INR,10058.23,,Approved,0,0
TX005914,2024-04-17,C002,CC106,PC201,Logistics,Expense,479694.8,442245.42,Overdue,Operations,INR,89992.56,,Approved,0,0
TX005911,2024-04-17,C002,CC102,PC207,Maintenance,Expense,163222.03,134862.39,Paid,IT,INR,29882.6,,Approved,0,0
TX006017,2024-04-18,C003,CC107,PC201,Maintenance,Expense,81306.05,94069.05,Pending,Procurement,INR,14506.01,,Approved,0,0
TX005991,2024-04-18,C002,CC108,PC205,Office Supplies,Expense,27637.18,36909.18,Paid,Administration,INR,3287.57,,Approved,0,0
TX005972,2024-04-18,C001,CC106,PC202,Maintenance,Expense,134082.93,162893.11,Overdue,Operations,INR,24048.1,,Approved,0,0
TX005969,2024-04-18,C003,CC102,PC203,Maintenance,Expense,161631.71,161008.09,Paid,IT,INR,29586.71,,Pending,0,0
TX005944,2024-04-18,C001,CC111,PC206,Sales,Revenue,970980.78,785427.3,Partially Paid,Sales,INR,165435.05,258380.33,Approved,0,0
TX005915,2024-04-18,C001,CC102,PC201,IT,Expense,534657.29,502182.54,Paid,IT,INR,98400.94,,Approved,0,0
TX006047,2024-04-19,C003,CC102,PC204,Procurement,Expense,384968.78,353422.25,Paid,IT,INR,71660.6,,Approved,0,0
TX005999,2024-04-19,C001,CC104,PC204,Sales,Revenue,434498.78,455380.79,Paid,Sales,INR,80527.38,164988.53,Approved,0,0
TX005989,2024-04-19,C002,CC112,PC201,Procurement,Expense,857606.46,740467.18,Pending,Operations,INR,156664.47,,Approved,0,0
TX005985,2024-04-19,C002,CC101,PC201,Office Supplies,Expense,15081.95,16739.49,Pending,Finance,INR,0.0,,Approved,0,0
TX005970,2024-04-19,C004,CC104,PC206,Sales,Revenue,664572.25,731671.8,Paid,Sales,INR,116706.53,197984.86,Approved,0,0
TX005938,2024-04-19,C003,CC106,PC203,Procurement,Expense,859564.79,739361.65,Paid,Operations,INR,158747.0,,Approved,0,0
TX005931,2024-04-19,C004,CC113,PC204,IT,Expense,249633.37,253765.52,Paid,Marketing,INR,45240.55,,Approved,0,0
TX005917,2024-04-19,C002,CC110,PC204,IT,Expense,324175.16,323768.08,Paid,IT,INR,56423.71,,Approved,0,0
TX005905,2024-04-19,C002,CC101,PC207,Other,Expense,63126.49,75397.23,Pending,Finance,INR,6532.45,,Approved,0,0
TX006063,2024-04-20,C001,CC103,PC204,Office Supplies,Expense,44385.53,44340.03,Pending,HR,INR,5349.55,,Approved,0,0
TX006055,2024-04-20,C004,CC114,PC201,Other,Expense,17057.9,17575.53,Pending,Administration,INR,1755.41,,Approved,0,0
TX006049,2024-04-20,C003,CC107,PC202,Maintenance,Expense,136039.83,145044.98,Overdue,Procurement,INR,24783.17,,Approved,0,0
TX005966,2024-04-20,C003,CC104,PC207,Sales,Revenue,619003.98,615467.07,Paid,Sales,INR,118374.2,249843.3,Approved,0,0
TX005943,2024-04-20,C002,CC103,PC204,Other,Expense,33666.16,36663.22,Pending,HR,INR,3395.94,,Approved,0,0
TX005934,2024-04-20,C001,CC111,PC206,Office Supplies,Expense,34465.97,38772.21,Paid,Sales,INR,4212.09,,Approved,0,0
TX006032,2024-04-21,C002,CC104,PC207,Other,Expense,211054.87,186350.87,Paid,Sales,INR,20817.09,,Under Review,0,0
TX006000,2024-04-21,C001,CC102,PC207,Procurement,Expense,5100796.8,973191.33,Pending,IT,INR,833383.32,,Approved,1,1
TX005982,2024-04-21,C002,CC113,PC201,Travel,Expense,30502.85,31919.59,Paid,Marketing,INR,1590.25,,Approved,0,0
TX005956,2024-04-21,C003,CC104,PC207,Office Supplies,Expense,23773.68,33727.62,Paid,Sales,INR,2877.37,,Approved,0,0
TX005922,2024-04-21,C005,CC105,PC205,Marketing,Expense,724230.14,676986.5,Overdue,Marketing,INR,132351.99,,Approved,0,0
TX005981,2024-04-22,C001,CC109,PC201,Office Supplies,Expense,15513.87,21058.0,Pending,Finance,INR,1802.03,,Approved,0,0
TX005976,2024-04-22,C001,CC105,PC205,Marketing,Expense,670790.1,923969.38,Pending,Marketing,INR,118281.01,,Approved,0,0
TX005919,2024-04-22,C004,CC108,PC202,Utilities,Expense,63316.49,66012.52,Paid,Administration,INR,7817.23,,Rejected,0,0
TX006038,2024-04-23,C002,CC103,PC201,Salaries,Expense,307224.42,313848.06,Paid,HR,INR,0.0,,Approved,0,0
TX006058,2024-04-24,C001,CC112,PC207,Utilities,Expense,38692.69,41391.75,Paid,Operations,INR,4664.62,,Under Review,0,0
TX006024,2024-04-24,C001,CC103,PC204,Office Supplies,Expense,19111.86,23209.85,Paid,HR,INR,2284.01,,Approved,0,0
TX005936,2024-04-24,C005,CC111,PC201,Other,Expense,118711.11,120414.6,Pending,Sales,INR,12021.17,,Approved,0,0
TX005913,2024-04-24,C002,CC112,PC206,Maintenance,Expense,229094.53,244786.55,Overdue,Operations,INR,41750.08,,Approved,0,0
TX006041,2024-04-25,C003,CC108,PC202,Maintenance,Expense,98574.05,112567.03,Paid,Administration,INR,17803.95,,Approved,0,0
TX006040,2024-04-25,C005,CC111,PC204,Marketing,Expense,538347.72,629668.22,Paid,Sales,INR,97090.48,,Pending,0,0
TX005993,2024-04-25,C001,CC108,PC203,Utilities,Expense,40479.42,45421.07,Pending,Administration,INR,4840.45,,Pending,0,0
TX005984,2024-04-25,C004,CC102,PC201,Maintenance,Expense,162715.46,200262.8,Overdue,IT,INR,28708.16,,Approved,0,0
TX005968,2024-04-25,C004,CC105,PC205,Travel,Expense,93201.95,104875.75,Overdue,Marketing,INR,4776.3,,Approved,0,0
TX005916,2024-04-25,C003,CC102,PC203,IT,Expense,238144.15,242397.45,Overdue,IT,INR,43719.88,,Approved,0,0
TX006060,2024-04-26,C002,CC110,PC205,Procurement,Expense,404678.53,464952.1,Paid,IT,INR,74240.44,,Rejected,0,0
TX006021,2024-04-26,C001,CC105,PC205,Sales,Revenue,226787.93,265358.02,Overdue,Sales,INR,41001.88,67194.59,Approved,0,0
TX005983,2024-04-26,C002,CC114,PC202,Maintenance,Expense,134252.25,108253.75,Pending,Administration,INR,24428.83,,Approved,0,0
TX005947,2024-04-26,C002,CC111,PC204,Sales,Revenue,573433.61,495531.86,Partially Paid,Sales,INR,101253.39,168152.33,Approved,0,0
TX005912,2024-04-26,C001,CC106,PC206,Logistics,Expense,255930.19,297499.43,Paid,Operations,INR,45377.34,,Approved,0,0
TX006061,2024-04-27,C002,CC101,PC204,IT,Expense,220797.17,257508.73,Paid,Finance,INR,39903.83,,Under Review,0,0
TX006036,2024-04-27,C001,CC110,PC201,IT,Expense,144898.08,122929.05,Pending,IT,INR,26723.22,,Approved,0,0
TX006006,2024-04-27,C002,CC111,PC202,Sales,Revenue,653862.91,485647.98,Partially Paid,Sales,INR,121227.5,183544.2,Approved,0,0
TX005964,2024-04-27,C002,CC105,PC201,Marketing,Expense,579210.95,670040.7,Paid,Marketing,INR,104382.9,,Approved,0,0
TX005957,2024-04-27,C003,CC107,PC207,Office Supplies,Expense,38343.96,40696.34,Paid,Procurement,INR,4506.27,,Approved,0,0
TX005949,2024-04-27,C004,CC102,PC202,Maintenance,Expense,86406.01,103394.01,Pending,IT,INR,15815.88,,Approved,0,0
TX005926,2024-04-27,C003,CC109,PC201,IT,Expense,199942.33,189827.23,Paid,Finance,INR,36217.78,,Approved,0,0
TX005920,2024-04-27,C003,CC110,PC203,Office Supplies,Expense,16253.65,17068.8,Paid,IT,INR,1992.11,,Approved,0,0
TX006033,2024-04-28,C002,CC103,PC205,Other,Expense,117770.92,126909.62,Paid,HR,INR,12357.07,,Approved,0,0
TX006004,2024-04-28,C003,CC105,PC202,IT,Expense,427872.14,376658.68,Partially Paid,Marketing,INR,76390.0,,Approved,0,0
TX006003,2024-04-28,C002,CC101,PC204,Office Supplies,Expense,38231.91,40625.29,Overdue,Finance,INR,4658.38,,Approved,0,0
TX005967,2024-04-28,C002,CC110,PC207,Procurement,Expense,66652.52,68154.39,Paid,IT,INR,12288.22,,Approved,0,0
TX005963,2024-04-28,C002,CC109,PC205,IT,Expense,199123.27,190983.28,Paid,Finance,INR,36328.48,,Approved,0,0
TX005925,2024-04-28,C003,CC108,PC201,Other,Expense,362142.4,42148.66,Paid,Administration,INR,3640.09,,Under Review,0,1
TX006014,2024-04-29,C002,CC111,PC206,Travel,Expense,65561.88,61329.29,Paid,Sales,INR,3345.96,,Approved,0,0
TX005940,2024-04-29,C005,CC108,PC206,Utilities,Expense,57740.07,61235.99,Overdue,Administration,INR,6947.96,,Approved,0,0
TX006026,2024-04-30,C003,CC109,PC201,Office Supplies,Expense,23151.42,19144.84,Partially Paid,Finance,INR,2775.86,,Under Review,0,0
TX006020,2024-04-30,C001,CC111,PC201,Sales,Revenue,672750.08,601138.57,Paid,Sales,INR,118228.09,274975.2,Approved,0,0
TX005974,2024-04-30,C004,CC106,PC207,Procurement,Expense,568478.82,453429.13,Paid,Operations,INR,101597.44,,Approved,0,0
TX005933,2024-04-30,C001,CC104,PC202,Travel,Expense,78665.45,94305.22,Overdue,Sales,INR,3978.68,,Approved,0,0
TX006173,2024-05-01,C004,CC113,PC204,IT,Expense,1389809.67,409587.59,Paid,Marketing,INR,60367.45,,Rejected,1,1
TX006159,2024-05-01,C002,CC104,PC204,Sales,Revenue,532616.52,513419.46,Overdue,Sales,INR,97109.0,150322.61,Approved,0,0
TX006156,2024-05-01,C002,CC105,PC201,Travel,Expense,49953.0,65436.37,Overdue,Marketing,INR,2383.35,,Rejected,0,0
TX006122,2024-05-01,C002,CC111,PC203,Other,Expense,156915.8,165289.8,Overdue,Sales,INR,15225.42,,Under Review,0,0
TX006120,2024-05-01,C004,CC112,PC203,Maintenance,Expense,99887.6,103503.15,Overdue,Operations,INR,17156.51,,Approved,0,0
TX006110,2024-05-01,C002,CC112,PC203,Sales,Revenue,2509644.88,542719.71,Paid,Sales,INR,104512.84,172433.91,Approved,1,1
TX006109,2024-05-01,C001,CC110,PC206,Office Supplies,Expense,57793.22,64734.11,Paid,IT,INR,6589.58,,Approved,0,0
TX006153,2024-05-02,C005,CC103,PC204,Other,Expense,70323.22,50246.15,Pending,HR,INR,7217.03,,Approved,0,0
TX006213,2024-05-03,C001,CC102,PC204,Procurement,Expense,336569.48,353094.41,Pending,IT,INR,58451.91,,Approved,0,0
TX006178,2024-05-03,C003,CC105,PC205,Other,Expense,76060.25,68645.56,Paid,Marketing,INR,0.0,,Approved,0,0
TX006177,2024-05-03,C001,CC105,PC202,IT,Expense,321784.81,371798.27,Pending,Marketing,INR,0.0,,Approved,0,0
TX006161,2024-05-03,C001,CC104,PC207,Office Supplies,Expense,14175.03,10529.65,Overdue,Sales,INR,1732.01,,Approved,0,0
TX006130,2024-05-03,C004,CC104,PC204,Sales,Revenue,124935.41,138026.01,Paid,Sales,INR,0.0,35693.02,Approved,0,0
TX006105,2024-05-03,C001,CC110,PC205,Maintenance,Expense,111306.48,112212.22,Paid,IT,INR,19742.86,,Rejected,0,0
TX006209,2024-05-04,C005,CC110,PC206,Office Supplies,Expense,34437.61,38334.99,Paid,IT,INR,4228.51,,Approved,0,0
TX006198,2024-05-04,C001,CC112,PC202,Maintenance,Expense,53993.36,45806.27,Pending,Operations,INR,9563.57,,Approved,0,0
TX006175,2024-05-04,C001,CC108,PC207,Maintenance,Expense,87937.37,77273.11,Paid,Administration,INR,15830.83,,Approved,0,0
TX006089,2024-05-04,C001,CC101,PC205,Office Supplies,Expense,21989.2,19088.88,Paid,Finance,INR,2493.04,,Pending,0,0
TX006088,2024-05-04,C003,CC108,PC206,Utilities,Expense,8363.32,8221.96,Pending,Administration,INR,1061.98,,Approved,0,0
TX006072,2024-05-04,C004,CC109,PC207,Office Supplies,Expense,40533.6,53504.91,Paid,Finance,INR,4855.15,,Rejected,0,0
TX006210,2024-05-05,C001,CC104,PC201,Sales,Revenue,1461999.83,1485812.04,Paid,Sales,INR,0.0,699721.85,Approved,0,1
TX006183,2024-05-05,C005,CC112,PC207,Logistics,Expense,155416.15,182759.76,Partially Paid,Operations,INR,27966.95,,Pending,0,0
TX006165,2024-05-05,C004,CC105,PC206,Other,Expense,131703.41,153375.06,Paid,Marketing,INR,13264.81,,Under Review,0,0
TX006145,2024-05-05,C001,CC109,PC204,IT,Expense,335755.95,381515.13,Pending,Finance,INR,55953.64,,Rejected,0,0
TX006136,2024-05-05,C001,CC104,PC206,Marketing,Expense,839790.31,966106.93,Paid,Sales,INR,147394.9,,Approved,0,0
TX006108,2024-05-05,C004,CC102,PC201,Maintenance,Expense,166150.72,191588.39,Paid,IT,INR,30136.91,,Approved,0,0
TX006104,2024-05-05,C002,CC105,PC204,Travel,Expense,181117.26,167261.19,Paid,Marketing,INR,9275.6,,Pending,0,0
TX006180,2024-05-06,C003,CC107,PC206,Sales,Revenue,419804.54,452866.02,Paid,Sales,INR,76931.84,108752.63,Approved,0,0
TX006138,2024-05-06,C001,CC101,PC201,Office Supplies,Expense,7743.9,8128.87,Overdue,Finance,INR,948.0,,Approved,0,0
TX006082,2024-05-06,C001,CC106,PC204,Maintenance,Expense,111403.53,109095.42,Paid,Operations,INR,21176.3,,Approved,0,0
TX006226,2024-05-07,C005,CC110,PC201,Maintenance,Expense,132247.68,132843.02,Paid,IT,INR,22718.67,,Approved,0,0
TX006221,2024-05-07,C004,CC109,PC201,Office Supplies,Expense,9474.26,12053.26,Overdue,Finance,INR,1195.46,,Approved,0,0
TX006195,2024-05-07,C001,CC104,PC203,Sales,Revenue,625695.71,620409.63,Paid,Sales,INR,114176.78,202972.69,Approved,0,0
TX006134,2024-05-07,C001,CC107,PC204,Office Supplies,Expense,64571.45,77669.63,Pending,Procurement,INR,7590.6,,Approved,0,0
TX006119,2024-05-07,C003,CC114,PC202,Other,Expense,28841.92,30777.62,Paid,Administration,INR,2804.4,,Approved,0,0
TX006192,2024-05-08,C002,CC112,PC203,Utilities,Expense,123702.89,156913.52,Partially Paid,Operations,INR,14733.7,,Approved,0,0
TX006142,2024-05-08,C002,CC109,PC203,Other,Expense,145229.51,153128.22,Paid,Finance,INR,14108.17,,Approved,0,0
TX006115,2024-05-08,C003,CC113,PC207,Marketing,Expense,398869.05,326620.4,Paid,Marketing,INR,71702.51,,Approved,0,0
TX006092,2024-05-08,C002,CC114,PC205,Office Supplies,Expense,26030.12,32278.19,Partially Paid,Administration,INR,3006.69,,Pending,0,0
TX006081,2024-05-08,C001,CC103,PC204,Travel,Expense,141088.43,164569.64,Pending,HR,INR,7192.02,,Approved,0,0
TX006207,2024-05-09,C003,CC106,PC204,Utilities,Expense,144613.57,111445.49,Paid,Operations,INR,16566.35,,Approved,0,0
TX006205,2024-05-09,C003,CC113,PC203,IT,Expense,121341.03,145176.07,Paid,Marketing,INR,0.0,,Approved,0,0
TX006162,2024-05-09,C003,CC102,PC203,Maintenance,Expense,119944.57,122458.97,Pending,IT,INR,21427.53,,Rejected,0,0
TX006158,2024-05-09,C001,CC113,PC206,Travel,Expense,73765.92,77743.92,Overdue,Marketing,INR,3449.78,,Approved,0,0
TX006129,2024-05-09,C005,CC110,PC202,IT,Expense,149017.99,173013.46,Paid,IT,INR,27375.88,,Approved,0,0
TX006093,2024-05-09,C001,CC101,PC203,Other,Expense,71428.09,80818.94,Paid,Finance,INR,6862.05,,Pending,0,0
TX006090,2024-05-09,C004,CC112,PC202,Logistics,Expense,265583.2,363355.75,Paid,Operations,INR,46137.01,,Pending,0,0
TX006212,2024-05-10,C004,CC111,PC207,Other,Expense,186650.95,238295.61,Paid,Sales,INR,18345.81,,Approved,0,0
TX006190,2024-05-10,C002,CC112,PC203,Procurement,Expense,583788.96,607251.53,Pending,Operations,INR,105647.42,,Approved,0,0
TX006127,2024-05-10,C001,CC114,PC202,Maintenance,Expense,124965.76,126568.12,Paid,Administration,INR,23408.54,,Approved,0,0
TX006077,2024-05-10,C005,CC111,PC207,Office Supplies,Expense,11520.41,9192.03,Paid,Sales,INR,1357.29,,Approved,0,0
TX006201,2024-05-11,C003,CC113,PC202,IT,Expense,400853.33,410483.52,Paid,Marketing,INR,69207.45,,Approved,0,0
TX006125,2024-05-11,C001,CC111,PC206,Travel,Expense,77331.46,84416.72,Paid,Sales,INR,3884.59,,Approved,0,0
TX006111,2024-05-11,C005,CC114,PC202,Other,Expense,65384.52,79679.48,Paid,Administration,INR,6378.49,,Approved,0,0
TX006223,2024-05-12,C001,CC113,PC205,Travel,Expense,48224.76,42932.16,Partially Paid,Marketing,INR,2370.87,,Approved,0,0
TX006214,2024-05-12,C003,CC104,PC205,Other,Expense,126166.79,131442.33,Pending,Sales,INR,12005.45,,Approved,0,0
TX006164,2024-05-12,C005,CC111,PC204,Sales,Revenue,365520.82,349407.61,Paid,Sales,INR,61818.2,96685.77,Approved,0,0
TX006150,2024-05-12,C002,CC101,PC207,Other,Expense,99200.14,101581.91,Paid,Finance,INR,9921.57,,Approved,0,0
TX006149,2024-05-12,C005,CC101,PC205,IT,Expense,232415.06,198175.78,Pending,Finance,INR,39889.25,,Approved,0,0
TX006147,2024-05-12,C002,CC112,PC207,Utilities,Expense,104493.61,107758.48,Paid,Operations,INR,12762.86,,Approved,0,0
TX006080,2024-05-12,C002,CC104,PC205,Sales,Revenue,300301.84,248565.41,Paid,Sales,INR,54702.09,89711.62,Approved,0,0
TX006076,2024-05-12,C003,CC114,PC201,Other,Expense,43773.99,49786.16,Paid,Administration,INR,4436.09,,Approved,0,0
TX006227,2024-05-13,C001,CC105,PC202,IT,Expense,327024.93,363216.19,Paid,Marketing,INR,58631.43,,Approved,0,0
TX006181,2024-05-13,C003,CC103,PC202,Travel,Expense,117515.31,159330.13,Partially Paid,HR,INR,6127.45,,Approved,0,0
TX006163,2024-05-13,C001,CC107,PC204,Office Supplies,Expense,19661.2,15979.0,Pending,Procurement,INR,2291.28,,Approved,0,0
TX006148,2024-05-13,C001,CC105,PC203,Other,Expense,31602.85,37503.68,Paid,Marketing,INR,3079.98,,Approved,0,0
