Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Description,Quantity,Department,Currency,Invoice_ID,Vendor_ID,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator,Year,Month,Quarter,Budget_Variance,Budget_Utilization
TX005879,2024-03-12,C001,CC112,PC207,Logistics,Expense,232822.89,280796.87,Paid,Warehouse handling fee,179.0,Operations,INR,INV-2024-04614,V006,43044.09,,Approved,0,2024,3,1,-47973.97999999998,82.91505884663174
TX005869,2024-03-12,C002,CC110,PC207,Office Supplies,Expense,30560.69,31039.48,Overdue,Printer consumables purchase,35.0,IT,INR,,V033,3631.02,,Pending,0,2024,3,1,-478.7900000000009,98.45748060212348
TX005839,2024-03-12,C003,CC104,PC203,Sales,Revenue,969356.99,1107630.94,Overdue,Online sales revenue,855.0,Sales,INR,INV-2024-04584,,172999.93,331459.22,Approved,0,2024,3,1,-138273.94999999995,87.51624345199313
TX005789,2024-03-12,C002,CC114,PC207,Maintenance,Expense,77390.58,93332.36,Paid,Facility repair service,1.0,Administration,INR,INV-2024-04545,V014,13534.23,,Pending,0,2024,3,1,-15941.78,82.919343301723
TX005760,2024-03-12,C003,CC101,PC201,Other,Expense,103101.5,86683.53,Paid,Sundry adjustment,1.0,Finance,INR,INV-2024-04525,,10443.94,,Approved,0,2024,3,1,16417.97,118.9401262269776
TX005742,2024-03-13,C002,CC105,PC205,Marketing,Expense,705009.6,679798.73,Paid,Brand promotion expense,1.0,Marketing,INR,INV-2024-04508,V018,124485.39,,Approved,0,2024,3,1,25210.869999999995,103.70857856707087
TX005717,2024-03-13,C002,CC111,PC203,Sales,Revenue,798814.66,858117.5,Paid,Product sales revenue,526.0,Sales,INR,,,153398.0,194767.64,Approved,0,2024,3,1,-59302.83999999997,93.08919349622866
TX005900,2024-03-14,C002,CC102,PC205,Office Supplies,Expense,56038.62,50138.3,Paid,Office supplies purchase,28.0,IT,INR,,,6888.16,,Pending,0,2024,3,1,5900.32,111.76808946454108
TX005837,2024-03-14,C002,CC109,PC206,Other,Expense,97166.98,103683.65,Paid,Sundry adjustment,1.0,Finance,INR,INV-2024-04582,,0.0,,Approved,0,2024,3,1,-6516.669999999998,93.71485282395057
TX005820,2024-03-14,C001,CC111,PC205,Sales,Revenue,873739.9,820417.61,Paid,Online sales revenue,1180.0,Sales,INR,INV-2024-04568,,155523.5,328286.47,Pending,0,2024,3,1,53322.29000000004,106.4994082708683
TX005797,2024-03-14,C002,CC110,PC203,Maintenance,Expense,121940.37,109140.72,Paid,Preventive maintenance contract,1.0,IT,INR,INV-2024-04552,V011,22949.13,,Approved,0,2024,3,1,12799.649999999994,111.72765765151632
TX005776,2024-03-14,C002,CC101,PC206,Salaries,Expense,198238.55,141519.51,Pending,Salary and benefits payout,1.0,Finance,INR,,,0.0,,Approved,0,2024,3,1,56719.03999999998,140.07860117661514
TX005719,2024-03-14,C003,CC102,PC206,Office Supplies,Expense,51176.53,54935.27,Paid,Printer consumables purchase,43.0,IT,INR,,V007,6162.68,,Pending,0,2024,3,1,-3758.739999999998,93.1578747132762
TX005714,2024-03-14,C002,CC108,PC206,Other,Expense,48373.06,61893.02,Paid,Miscellaneous expense,1.0,Administration,INR,INV-2024-04490,,5170.4,,Approved,0,2024,3,1,-13519.96,78.15592129774892
TX005891,2024-03-15,C002,CC105,PC206,Marketing,Expense,271983.14,283613.04,Paid,Brand promotion expense,1.0,Marketing,INR,INV-2024-04621,V040,52200.24,,Approved,0,2024,3,1,-11629.899999999963,95.89937754625106
TX005877,2024-03-15,C001,CC104,PC207,Other,Expense,158609.81,172410.1,Paid,Sundry adjustment,1.0,Sales,INR,INV-2024-04613,,15927.67,,Approved,0,2024,3,1,-13800.290000000008,91.99566034704463
TX005862,2024-03-15,C002,CC107,PC207,Maintenance,Expense,121204.76,140824.54,Paid,Preventive maintenance contract,1.0,Procurement,INR,INV-2024-04602,V005,22767.42,,Approved,0,2024,3,1,-19619.780000000013,86.06792537721053
TX005851,2024-03-15,C001,CC113,PC206,Marketing,Expense,306434.67,310558.52,Overdue,Digital advertising spend,1.0,Marketing,INR,,V016,56719.47,,Approved,0,2024,3,1,-4123.850000000035,98.67211822106827
TX005828,2024-03-15,C004,CC113,PC207,Other,Expense,96714.38,127520.53,Partially Paid,General ledger correction entry,1.0,Marketing,INR,INV-2024-04574,,9285.64,,Approved,0,2024,3,1,-30806.149999999998,75.84220360439218
TX005791,2024-03-15,C002,CC107,PC203,Procurement,Expense,470881.84,504758.38,Overdue,Software license purchase,229.0,Procurement,INR,INV-2024-04547,,83996.11,,Pending,0,2024,3,1,-33876.53999999998,93.28856313390976
TX005894,2024-03-16,C001,CC102,PC202,Procurement,Expense,173702.34,242959.06,Partially Paid,Vendor purchase order settlement,124.0,IT,INR,INV-2024-04624,V037,31756.11,,Approved,0,2024,3,1,-69256.72,71.49448964776205
TX005887,2024-03-16,C001,CC114,PC206,Office Supplies,Expense,32064.94,34850.07,Paid,Printer consumables purchase,24.0,Administration,INR,INV-2024-04618,,3829.52,,Pending,0,2024,3,1,-2785.130000000001,92.0082513464105
TX005855,2024-03-16,C001,CC101,PC203,Office Supplies,Expense,62981.01,55431.75,Paid,Printer consumables purchase,78.0,Finance,INR,INV-2024-04595,V018,8232.72,,Approved,0,2024,3,1,7549.260000000002,113.61901798157194
TX005806,2024-03-16,C001,CC111,PC204,Other,Expense,48028.92,60816.59,Paid,Miscellaneous expense,1.0,Sales,INR,INV-2024-04560,,4597.47,,Rejected,0,2024,3,1,-12787.669999999998,78.9733853871123
TX005738,2024-03-16,C004,CC109,PC204,Salaries,Expense,91150.0,78633.02,Paid,Employee payroll disbursement,1.0,Finance,INR,,,0.0,,Approved,0,2024,3,1,12516.979999999996,115.91822366736008
TX005734,2024-03-16,C003,CC104,PC204,Travel,Expense,153193.38,175702.52,Paid,Business travel expense,1.0,Sales,INR,INV-2024-04504,,7793.87,,Approved,0,2024,3,1,-22509.139999999985,87.18906251316145
TX005892,2024-03-17,C003,CC103,PC206,Other,Expense,91584.72,99893.4,Paid,Sundry adjustment,1.0,HR,INR,INV-2024-04622,,9202.35,,Approved,0,2024,3,1,-8308.679999999993,91.68245349542612
TX005821,2024-03-17,C001,CC110,PC207,Office Supplies,Expense,9524.43,11855.44,Pending,Stationery order,8.0,IT,INR,INV-2024-04569,V029,1103.71,,Approved,0,2024,3,1,-2331.01,80.33805577861303
TX005813,2024-03-17,C003,CC111,PC201,Other,Expense,202784.04,231810.31,Paid,Miscellaneous expense,1.0,Sales,INR,INV-2024-04565,,19838.16,,Approved,0,2024,3,1,-29026.26999999999,87.47843872863118
TX005749,2024-03-17,C001,CC111,PC202,Office Supplies,Expense,14562.6,13591.91,Paid,Office supplies purchase,18.0,Sales,INR,INV-2024-04514,V016,1759.47,,Approved,0,2024,3,1,970.6900000000004,107.14167471679843
TX005747,2024-03-17,C002,CC112,PC201,Maintenance,Expense,230066.25,258262.59,Paid,Preventive maintenance contract,1.0,Operations,INR,INV-2024-04512,V017,38998.8,,Approved,0,2024,3,1,-28196.34,89.08229798206546
TX005824,2024-03-18,C003,CC109,PC202,Other,Expense,59715.8,50384.43,Paid,Sundry adjustment,1.0,Finance,INR,,,6132.81,,Approved,0,2024,3,1,9331.370000000004,118.52034447943542
TX005746,2024-03-18,C002,CC104,PC201,Other,Expense,276050.59,366819.47,Pending,General ledger correction entry,1.0,Sales,INR,INV-2024-04511,,28120.21,,Approved,0,2024,3,1,-90768.87999999996,75.25516298248837
TX005731,2024-03-18,C001,CC103,PC205,Other,Expense,88882.21,80952.23,Pending,Sundry adjustment,1.0,HR,INR,,,8883.74,,Approved,0,2024,3,1,7929.98000000001,109.79587591348628
TX005720,2024-03-18,C003,CC106,PC201,Utilities,Expense,184103.5,195217.5,Paid,Utility bill,1.0,Operations,INR,INV-2024-04494,V038,21371.85,,Approved,0,2024,3,1,-11114.0,94.30686285809418
TX005878,2024-03-19,C003,CC113,PC206,Sales,Revenue,553047.06,572258.15,Pending,Product sales revenue,568.0,Sales,INR,,,93773.57,185788.19,Pending,0,2024,3,1,-19211.089999999967,96.6429329141053
TX005834,2024-03-19,C004,CC114,PC203,Office Supplies,Expense,8667.66,8286.75,Paid,Printer consumables purchase,8.0,Administration,INR,INV-2024-04579,V007,1008.05,,Approved,0,2024,3,1,380.9099999999999,104.59661507828764
TX005755,2024-03-19,C002,CC105,PC206,Sales,Revenue,647331.6,609662.99,Paid,Customer order fulfillment revenue,361.0,Sales,INR,INV-2024-04520,,120801.25,122335.05,Approved,0,2024,3,1,37668.60999999999,106.17859548928828
TX005880,2024-03-20,C004,CC112,PC206,Logistics,Expense,194202.36,229784.72,Pending,Freight and logistics charge,136.0,Operations,INR,,V033,35632.83,,Approved,0,2024,3,1,-35582.360000000015,84.51491465576997
TX005853,2024-03-20,C001,CC111,PC206,Sales,Revenue,728139.34,729766.53,Paid,Online sales revenue,631.0,Sales,INR,INV-2024-04594,,136830.0,343543.26,Approved,0,2024,3,1,-1627.1900000000603,99.77702594828511
TX005809,2024-03-20,C003,CC113,PC204,Other,Expense,143006.22,151592.33,Overdue,Sundry adjustment,1.0,Marketing,INR,,,14684.88,,Under Review,0,2024,3,1,-8586.109999999986,94.33605249025464
TX005803,2024-03-20,C005,CC103,PC202,Office Supplies,Expense,27624.33,23912.43,Pending,Printer consumables purchase,39.0,HR,INR,INV-2024-04558,V009,3274.2,,Approved,0,2024,3,1,3711.9000000000015,115.522889141756
TX005794,2024-03-20,C001,CC108,PC205,Sales,Revenue,730791.81,858007.89,Paid,Product sales revenue,842.0,Sales,INR,,,132370.66,124181.43,Approved,0,2024,3,1,-127216.07999999996,85.17308739433619
TX005792,2024-03-20,C001,CC104,PC205,Other,Expense,9238.83,10578.99,Paid,Sundry adjustment,1.0,Sales,INR,INV-2024-04548,,880.5,,Approved,0,2024,3,1,-1340.16,87.33187194618768
TX005762,2024-03-20,C003,CC109,PC206,IT,Expense,357132.92,331839.84,Pending,Software license purchase,7.0,Finance,INR,INV-2024-04527,V007,61546.73,,Approved,0,2024,3,1,25293.07999999996,107.6220745525914
TX005756,2024-03-20,C004,CC101,PC201,Other,Expense,64810.41,59345.24,Paid,Sundry adjustment,1.0,Finance,INR,INV-2024-04521,,6233.38,,Pending,0,2024,3,1,5465.1700000000055,109.20911264323811
TX005726,2024-03-20,C001,CC111,PC206,Sales,Revenue,606014.94,534600.47,Pending,Product sales revenue,652.0,Sales,INR,INV-2024-04500,,110705.06,246299.71,Under Review,0,2024,3,1,71414.46999999997,113.35847497477884
TX005718,2024-03-20,C004,CC112,PC204,Maintenance,Expense,148638.86,142254.53,Partially Paid,Equipment maintenance,1.0,Operations,INR,INV-2024-04493,V036,26498.58,,Pending,0,2024,3,1,6384.329999999987,104.48796252744992
TX005890,2024-03-21,C002,CC108,PC207,Maintenance,Expense,45971.32,53834.3,Paid,Preventive maintenance contract,1.0,Administration,INR,INV-2024-04620,V031,8309.91,,Approved,0,2024,3,1,-7862.980000000003,85.3941074742311
TX005847,2024-03-21,C004,CC108,PC204,Maintenance,Expense,33779.38,38000.2,Partially Paid,Equipment maintenance,1.0,Administration,INR,,V005,6032.83,,Approved,0,2024,3,1,-4220.82,88.89263740717153
TX005846,2024-03-21,C003,CC104,PC205,Office Supplies,Expense,89138.14,82668.31,Paid,Printer consumables purchase,111.0,Sales,INR,INV-2024-04590,V017,10247.81,,Approved,0,2024,3,1,6469.830000000002,107.82625167975492
TX005819,2024-03-21,C002,CC103,PC207,Salaries,Expense,242843.72,309445.5,Partially Paid,Salary and benefits payout,1.0,HR,INR,,,0.0,,Approved,0,2024,3,1,-66601.78,78.47705654145884
TX005805,2024-03-21,C002,CC104,PC203,Office Supplies,Expense,43854.93,36242.97,Paid,Office supplies purchase,31.0,Sales,INR,INV-2024-04559,V037,5236.66,,Under Review,0,2024,3,1,7611.959999999999,121.00258339755268
TX005804,2024-03-21,C003,CC111,PC207,Sales,Revenue,910234.1,1019196.0,Overdue,Online sales revenue,1280.0,Sales,INR,,,156210.98,295639.65,Approved,0,2024,3,1,-108961.90000000002,89.30903378741675
TX005793,2024-03-21,C001,CC101,PC202,Other,Expense,97155.73,100632.64,Paid,General ledger correction entry,1.0,Finance,INR,INV-2024-04549,,9910.21,,Approved,0,2024,3,1,-3476.9100000000035,96.5449480407152
TX005775,2024-03-21,C005,CC114,PC205,Sales,Revenue,208878.73,226427.55,Pending,Service revenue recognition,150.0,Sales,INR,INV-2024-04535,,0.0,58903.06,Under Review,0,2024,3,1,-17548.819999999978,92.2496975301813
TX005752,2024-03-21,C005,CC109,PC201,IT,Expense,115360.42,147149.43,Pending,Hardware upgrade purchase,5.0,Finance,INR,INV-2024-04517,V029,20169.21,,Approved,0,2024,3,1,-31789.009999999995,78.39678346018738
TX005871,2024-03-22,C001,CC113,PC207,Marketing,Expense,78703.42,79468.62,Paid,Trade show sponsorship,1.0,Marketing,INR,,V037,13306.66,,Approved,0,2024,3,1,-765.1999999999971,99.03710420540838
TX005841,2024-03-22,C001,CC102,PC207,IT,Expense,48739.51,54630.87,Paid,Hardware upgrade purchase,9.0,IT,INR,INV-2024-04586,V037,8834.74,,Approved,0,2024,3,1,-5891.360000000001,89.21606044348187
TX005876,2024-03-23,C002,CC101,PC204,Salaries,Expense,313015.75,286644.28,Paid,Monthly salary payment,1.0,Finance,INR,,,0.0,,Approved,0,2024,3,1,26371.46999999997,109.20006846116028
TX005875,2024-03-23,C001,CC107,PC201,Logistics,Expense,116090.51,137275.89,Paid,Shipping cost settlement,148.0,Procurement,INR,INV-2024-04612,,20635.78,,Approved,0,2024,3,1,-21185.38000000002,84.56729728723667
TX005807,2024-03-23,C001,CC111,PC204,Other,Expense,205800.79,186579.01,Paid,Sundry adjustment,1.0,Sales,INR,INV-2024-04561,,19930.23,,Approved,0,2024,3,1,19221.78,110.30221995496709
TX005872,2024-03-24,C003,CC112,PC204,Utilities,Expense,79861.56,94931.79,Pending,Water and gas utility charge,1.0,Operations,INR,INV-2024-04609,V003,9886.22,,Approved,0,2024,3,1,-15070.229999999996,84.12520189496058
TX005864,2024-03-24,C002,CC106,PC207,Procurement,Expense,817447.51,1037517.64,Paid,Software license purchase,921.0,Operations,INR,INV-2024-04604,V013,148325.01,,Approved,0,2024,3,1,-220070.13,78.78878184663925
TX005835,2024-03-24,C001,CC113,PC207,IT,Expense,279807.28,273666.9,Paid,Software license purchase,8.0,Marketing,INR,INV-2024-04580,V040,49973.71,,Approved,0,2024,3,1,6140.380000000005,102.24374230131596
TX005784,2024-03-24,C001,CC109,PC202,Other,Expense,112948.98,105942.17,Pending,Miscellaneous expense,1.0,Finance,INR,INV-2024-04541,,12293.86,,Approved,0,2024,3,1,7006.809999999998,106.61380638134936
TX005750,2024-03-24,C003,CC101,PC206,Office Supplies,Expense,30110.73,35188.31,Paid,Printer consumables purchase,16.0,Finance,INR,INV-2024-04515,V038,3520.12,,Approved,0,2024,3,1,-5077.579999999998,85.57026467028396
TX009733,2024-03-25,C002,CC108,PC203,Office Supplies,Expense,18439.07,17101.99,Partially Paid,Stationery order,12.0,Administration,INR,INV-2024-04608,V029,2209.01,,Approved,0,2024,3,1,1337.079999999998,107.81827144092586
TX005870,2024-03-25,C002,CC108,PC203,Office Supplies,Expense,18439.07,17101.99,Partially Paid,Stationery order,12.0,Administration,INR,INV-2024-04608,V029,2209.01,,Approved,0,2024,3,1,1337.079999999998,107.81827144092586
TX005854,2024-03-25,C002,CC108,PC205,Office Supplies,Expense,14815.51,16589.67,Pending,Stationery order,13.0,Administration,INR,,V009,1777.77,,Approved,0,2024,3,1,-1774.159999999998,89.30563416873272
TX005844,2024-03-25,C002,CC108,PC205,Other,Expense,50957.66,52213.94,Paid,Miscellaneous expense,1.0,Administration,INR,INV-2024-04588,,4970.01,,Approved,0,2024,3,1,-1256.2799999999988,97.59397586161856
TX005842,2024-03-25,C004,CC114,PC202,Office Supplies,Expense,22948.68,22830.92,Partially Paid,Office supplies purchase,14.0,Administration,INR,INV-2024-04587,V021,2722.64,,Pending,0,2024,3,1,117.76000000000204,100.5157917420761
TX005830,2024-03-25,C002,CC104,PC203,Sales,Revenue,551282.9,409966.57,Pending,Export sales revenue,707.0,Sales,INR,INV-2024-04576,,101455.93,242723.71,Rejected,0,2024,3,1,141316.33000000002,134.47020814404453
TX005802,2024-03-25,C001,CC103,PC207,Office Supplies,Expense,14528.56,19008.09,Partially Paid,Office supplies purchase,11.0,HR,INR,INV-2024-04557,V024,1716.09,,Approved,0,2024,3,1,-4479.530000000001,76.43356065759367
TX005790,2024-03-25,C001,CC104,PC203,Sales,Revenue,790980.55,941169.5,Paid,Export sales revenue,779.0,Sales,INR,INV-2024-04546,,145153.1,368511.21,Approved,0,2024,3,1,-150188.94999999995,84.04230587582789
TX005787,2024-03-25,C003,CC102,PC207,IT,Expense,270367.92,308912.95,Paid,Software license purchase,4.0,IT,INR,INV-2024-04544,V012,50630.1,,Approved,0,2024,3,1,-38545.03000000003,87.52236511936452
TX005785,2024-03-25,C001,CC106,PC205,Procurement,Expense,948007.44,717487.62,Paid,Software license purchase,620.0,Operations,INR,INV-2024-04542,V009,0.0,,Approved,0,2024,3,1,230519.81999999995,132.1287522703179
TX005779,2024-03-25,C001,CC104,PC203,Travel,Expense,156434.09,167062.01,Paid,Client visit travel reimbursement,2.0,Sales,INR,INV-2024-04537,,7648.88,,Pending,0,2024,3,1,-10627.920000000013,93.6383382433864
TX005765,2024-03-25,C003,CC104,PC205,Sales,Revenue,1035496.85,971084.29,Pending,Customer order fulfillment revenue,1111.0,Sales,INR,INV-2024-04529,,195748.6,413158.05,Approved,0,2024,3,1,64412.55999999994,106.6330555095274
TX005901,2024-03-26,C002,CC105,PC205,IT,Expense,314648.53,323970.94,Pending,Cloud infrastructure subscription,8.0,Marketing,INR,INV-2024-04629,V025,58101.43,,Approved,0,2024,3,1,-9322.409999999974,97.12245487203268
TX005889,2024-03-26,C001,CC104,PC207,Sales,Revenue,859184.17,1148561.03,Paid,Online sales revenue,423.0,Sales,INR,INV-2024-04619,,150948.91,301753.17,Approved,0,2024,3,1,-289376.86,74.80526916362467
TX005874,2024-03-26,C001,CC114,PC207,Maintenance,Expense,25245.46,27405.76,Paid,Equipment maintenance,1.0,Administration,INR,INV-2024-04611,V016,4470.77,,Approved,0,2024,3,1,-2160.2999999999997,92.1173505131768
TX005840,2024-03-26,C001,CC107,PC205,Office Supplies,Expense,17116.21,21815.75,Paid,Printer consumables purchase,16.0,Procurement,INR,INV-2024-04585,V010,1949.62,,Approved,0,2024,3,1,-4699.540000000001,78.45804063577918
TX005767,2024-03-26,C002,CC111,PC206,Office Supplies,Expense,32683.88,32699.35,Paid,Office supplies purchase,43.0,Sales,INR,,V024,3828.29,,Approved,0,2024,3,1,-15.469999999997526,99.95269019108945
TX005733,2024-03-26,C004,CC113,PC204,Other,Expense,75116.4,75783.96,Paid,Miscellaneous expense,1.0,Marketing,INR,INV-2024-04503,,7399.37,,Approved,0,2024,3,1,-667.5600000000122,99.11912758319832
TX005728,2024-03-26,C004,CC109,PC205,Other,Expense,113978.57,133561.79,Paid,Miscellaneous expense,1.0,Finance,INR,INV-2024-04502,,10706.04,,Approved,0,2024,3,1,-19583.22,85.33770773811882
TX005712,2024-03-26,C004,CC114,PC207,Utilities,Expense,42800.44,51064.57,Paid,Utility bill,1.0,Administration,INR,INV-2024-04488,V014,5072.03,,Approved,0,2024,3,1,-8264.129999999997,83.81631334602446
TX005883,2024-03-27,C004,CC113,PC205,Travel,Expense,50327.84,64563.8,Paid,Client visit travel reimbursement,8.0,Marketing,INR,,,2562.08,,Approved,0,2024,3,1,-14235.960000000006,77.95055433540156
TX005882,2024-03-27,C001,CC113,PC205,Other,Expense,72239.34,67462.4,Paid,Sundry adjustment,1.0,Marketing,INR,INV-2024-04615,,7013.48,,Approved,0,2024,3,1,4776.940000000002,107.08089246750782
TX005866,2024-03-27,C004,CC104,PC203,Sales,Revenue,370192.84,443772.73,Overdue,Product sales revenue,262.0,Sales,INR,INV-2024-04605,,70087.05,97299.13,Approved,0,2024,3,1,-73579.88999999996,83.4194656350335
TX005815,2024-03-27,C003,CC111,PC204,Other,Expense,118656.64,112385.73,Pending,Miscellaneous expense,1.0,Sales,INR,,,12055.04,,Under Review,0,2024,3,1,6270.910000000004,105.57980982105111
TX005777,2024-03-27,C002,CC114,PC204,Office Supplies,Expense,19548.58,21611.61,Overdue,Stationery order,22.0,Administration,INR,INV-2024-04536,,2274.51,,Approved,0,2024,3,1,-2063.029999999999,90.4540661246432
TX005774,2024-03-27,C003,CC110,PC202,Office Supplies,Expense,26063.24,32705.96,Paid,Printer consumables purchase,19.0,IT,INR,INV-2024-04534,V032,3050.34,,Approved,0,2024,3,1,-6642.7199999999975,79.68957339885453
TX005761,2024-03-27,C001,CC114,PC204,Office Supplies,Expense,29515.0,30866.23,Pending,Office supplies purchase,33.0,Administration,INR,INV-2024-04526,V012,3421.39,,Pending,0,2024,3,1,-1351.2299999999996,95.62230308009757
TX005743,2024-03-27,C003,CC105,PC206,Travel,Expense,160198.9,177174.08,Paid,Business travel expense,1.0,Marketing,INR,INV-2024-04509,,8283.51,,Approved,0,2024,3,1,-16975.179999999993,90.4189258383619
TX005898,2024-03-28,C003,CC113,PC201,Other,Expense,10314.69,13681.63,Paid,Sundry adjustment,1.0,Marketing,INR,INV-2024-04627,,0.0,,Approved,0,2024,3,1,-3366.9399999999987,75.39079773389575
TX005895,2024-03-28,C002,CC104,PC204,Sales,Revenue,128750.09,144887.39,Pending,Product sales revenue,74.0,Sales,INR,INV-2024-04625,,23297.7,36618.54,Approved,0,2024,3,1,-16137.300000000016,88.86217772298886
TX005861,2024-03-28,C004,CC111,PC204,Marketing,Expense,703031.66,738068.19,Overdue,Trade show sponsorship,1.0,Sales,INR,INV-2024-04601,V006,125684.09,,Approved,0,2024,3,1,-35036.52999999991,95.25294133052935
TX005812,2024-03-28,C002,CC103,PC207,Other,Expense,29695.54,30184.73,Paid,Miscellaneous expense,1.0,HR,INR,INV-2024-04564,,2833.2,,Approved,0,2024,3,1,-489.1899999999987,98.37934611308434
TX005723,2024-03-28,C003,CC104,PC202,Sales,Revenue,782398.3,703280.87,Paid,Customer order fulfillment revenue,726.0,Sales,INR,INV-2024-04497,,137663.74,166815.68,Rejected,0,2024,3,1,79117.43000000005,111.24976284368437
TX005888,2024-03-29,C002,CC107,PC202,Maintenance,Expense,151828.5,157962.64,Paid,Equipment maintenance,1.0,Procurement,INR,,V002,27194.71,,Approved,0,2024,3,1,-6134.140000000014,96.11671468646004
TX005823,2024-03-29,C002,CC105,PC207,Other,Expense,43947.11,47162.13,Paid,Miscellaneous expense,1.0,Marketing,INR,INV-2024-04571,,4193.73,,Approved,0,2024,3,1,-3215.019999999997,93.18304750018712
TX005811,2024-03-29,C002,CC102,PC206,Office Supplies,Expense,61563.6,46256.58,Paid,Office supplies purchase,79.0,IT,INR,INV-2024-04563,V002,7627.5,,Pending,0,2024,3,1,15307.019999999997,133.09155151548168
TX005754,2024-03-29,C001,CC114,PC203,Other,Expense,70164.87,75805.79,Paid,General ledger correction entry,1.0,Administration,INR,INV-2024-04519,,6883.38,,Approved,0,2024,3,1,-5640.919999999998,92.55872143803263
TX005745,2024-03-29,C001,CC114,PC205,Maintenance,Expense,16194.29,16339.18,Paid,Facility repair service,1.0,Administration,INR,INV-2024-04510,V026,2948.12,,Approved,0,2024,3,1,-144.88999999999942,99.11323579273868
TX005860,2024-03-30,C003,CC108,PC203,Maintenance,Expense,37440.42,42271.5,Paid,Equipment maintenance,1.0,Administration,INR,INV-2024-04600,V007,7021.2,,Approved,0,2024,3,1,-4831.080000000002,88.57130690891026
TX005818,2024-03-30,C002,CC102,PC202,Sales,Revenue,325767.3,378249.87,Overdue,Service revenue recognition,229.0,Sales,INR,,,58251.87,145489.07,Approved,0,2024,3,1,-52482.57000000001,86.12489410769658
TX005814,2024-03-30,C001,CC110,PC206,Procurement,Expense,799768.67,835500.63,Overdue,Raw material procurement,563.0,IT,INR,INV-2024-04566,V026,155011.22,,Approved,0,2024,3,1,-35731.95999999996,95.72328748573176
TX005773,2024-03-30,C002,CC111,PC205,Travel,Expense,87389.21,89954.7,Overdue,Airfare and lodging expense,1.0,Sales,INR,INV-2024-04533,,4613.39,,Approved,0,2024,3,1,-2565.4899999999907,97.14802005898524
TX005758,2024-03-30,C001,CC106,PC202,Maintenance,Expense,211205.42,258081.14,Partially Paid,Equipment maintenance,1.0,Operations,INR,INV-2024-04523,V026,37567.1,,Approved,0,2024,3,1,-46875.72,81.83682852609842
TX005715,2024-03-30,C002,CC102,PC205,Office Supplies,Expense,58349.4,53294.2,Paid,Stationery order,50.0,IT,INR,INV-2024-04491,,6687.17,,Approved,0,2024,3,1,5055.200000000004,109.4854599562429
TX009707,2024-03-31,C002,CC109,PC202,Salaries,Expense,225176.58,249321.09,Pending,Monthly salary payment,1.0,Finance,INR,,,0.0,,Approved,0,2024,3,1,-24144.51000000001,90.31589746378856
TX005903,2024-03-31,C002,CC108,PC204,Maintenance,Expense,115875.2,108809.04,Pending,Facility repair service,1.0,Administration,INR,INV-2024-04631,V033,20917.46,,Approved,0,2024,3,1,7066.160000000004,106.49409277023308
TX005865,2024-03-31,C001,CC101,PC204,Salaries,Expense,184637.96,219102.14,Paid,Employee payroll disbursement,1.0,Finance,INR,,,0.0,,Approved,0,2024,3,1,-34464.18000000002,84.2702677390554
TX005863,2024-03-31,C005,CC111,PC201,Sales,Revenue,749435.16,920527.33,Paid,Export sales revenue,444.0,Sales,INR,INV-2024-04603,,140282.73,229369.93,Rejected,0,2024,3,1,-171092.16999999993,81.4136783967077
TX005843,2024-03-31,C002,CC109,PC202,Salaries,Expense,225176.58,249321.09,Pending,Monthly salary payment,1.0,Finance,INR,,,0.0,,Approved,0,2024,3,1,-24144.51000000001,90.31589746378856
TX005782,2024-03-31,C005,CC108,PC202,Sales,Revenue,273807.63,251003.03,Paid,Product sales revenue,231.0,Sales,INR,INV-2024-04539,,50276.16,88235.19,Approved,0,2024,3,1,22804.60000000001,109.08538833176635
TX005759,2024-03-31,C001,CC107,PC205,Office Supplies,Expense,50795.02,52120.68,Paid,Stationery order,29.0,Procurement,INR,INV-2024-04524,V006,6091.73,,Approved,0,2024,3,1,-1325.6600000000035,97.45655659135684
TX005748,2024-03-31,C004,CC102,PC202,Maintenance,Expense,277312.29,262433.43,Pending,Equipment maintenance,1.0,IT,INR,INV-2024-04513,V034,48629.33,,Approved,0,2024,3,1,14878.859999999986,105.66957494706372
TX005740,2024-03-31,C003,CC105,PC201,IT,Expense,308937.05,354660.43,Paid,Hardware upgrade purchase,95.0,Marketing,INR,,V008,58753.3,,Approved,0,2024,3,1,-45723.380000000005,87.10784284561997
TX005739,2024-03-31,C001,CC112,PC205,Maintenance,Expense,128835.3,128953.92,Paid,Preventive maintenance contract,4.0,Operations,INR,INV-2024-04506,V001,24692.64,,Rejected,0,2024,3,1,-118.61999999999534,99.90801365324916
TX005732,2024-03-31,C003,CC111,PC205,Sales,Revenue,900675.54,809625.53,Paid,Product sales revenue,625.0,Sales,INR,,,154782.11,264158.06,Approved,0,2024,3,1,91050.01,111.24594107105294
TX006062,2024-04-01,C003,CC109,PC204,Office Supplies,Expense,9904.28,10046.22,Paid,Printer consumables purchase,5.0,Finance,INR,,V009,1223.06,,Rejected,0,2024,4,2,-141.9399999999987,98.58713028382816
TX006019,2024-04-01,C001,CC110,PC205,IT,Expense,391267.2,325156.56,Paid,Software license purchase,1.0,IT,INR,INV-2024-04720,V036,71590.78,,Pending,0,2024,4,2,66110.64000000001,120.3319410194277
